,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
377,Barbie,100.15447,-0.53126,-104.07586,-1.29225,200.22561,-148.64369,Casahouse,-0.79286,-0.42174,11.88513,-2.52085,True,448.73441
378,Barbie,101.04450,-0.23632,-96.28947,-1.27758,201.11141,-145.69444,Mojodojo,1.38123,-1.95348,10.18161,-4.46069,True,457.07776
379,Barbie,99.96803,0.79370,-99.43827,-1.28069,200.03583,-147.76697,Beach,-1.61245,1.81725,11.50001,-2.08767,True,450.12102
380,Allan,99.54428,-0.18870,-97.29471,-1.23114,199.60080,-134.00100,Beach,-0.47469,0.16700,11.55238,0.81425,True,449.07406
381,Ken,99.14100,-0.26057,-105.04355,-1.28702,199.20967,-145.05138,Beach,-1.98339,-1.00730,9.05835,2.15792,True,443.18324
382,Ken,99.28638,-0.92925,-97.40663,-1.29016,199.35679,-147.94947,Beach,0.59789,1.38582,10.66860,-1.82593,True,447.72857
383,Barbie,101.09424,0.64292,-102.65959,-1.27886,201.16127,-145.30388,Mojodojo,0.92640,-0.93064,12.04586,-2.78614,True,454.14142
384,Ken,100.80203,-0.07064,-102.24542,-1.28759,200.87151,-147.06520,Casahouse,0.28999,-0.27876,8.58683,3.15916,True,452.88746
385,Ken,99.93769,0.16243,-104.31430,-1.28754,200.00699,-148.05747,Beach,0.84352,-0.28405,12.88766,0.68193,True,447.53132
386,Barbie,99.38951,-0.23140,-102.42456,-1.24674,199.44810,-140.18958,Beach,0.09819,-0.87442,11.67910,-2.69913,True,445.73529
387,Barbie,99.34832,-0.84324,-100.57231,-1.28000,199.41577,-146.42045,Beach,0.13936,0.94573,10.67466,-2.79688,True,446.45543
388,Ken,99.86830,-1.43531,-100.43814,-1.26203,199.93249,-142.24685,Beach,1.50244,0.29113,7.67121,2.86052,True,449.12245
389,Allan,99.92676,0.56688,-105.66020,-1.22053,199.98054,-136.16583,Beach,-0.04737,-0.78049,8.75684,0.82724,True,446.80371
390,Allan,98.27561,0.19200,-102.05670,-1.28491,198.34678,-147.29884,Horses,0.33632,-0.19206,9.08153,2.02410,True,440.34970
391,Allan,99.93689,-1.07838,-100.60376,-1.26684,200.00210,-144.26518,Beach,-1.28677,0.73062,10.83278,0.65390,True,449.38259
392,Allan,99.92097,0.09811,-102.13255,-1.27455,199.98812,-143.01595,Beach,0.28713,-1.00546,10.43466,2.08757,True,448.53856
393,Allan,99.42965,-0.75745,-93.09782,-1.25213,199.49146,-139.59623,Beach,0.46156,-0.45386,10.79940,1.05207,True,450.59936
394,Allan,99.61703,-0.52006,-99.35177,-1.27804,199.68541,-145.48205,Beach,0.25191,0.13042,10.31437,3.70995,True,448.40929
395,Allan,100.28864,-0.47399,-100.05685,-1.30576,200.36484,-155.14253,Casahouse,-0.67600,-0.34530,11.26591,-0.92472,True,451.41479
396,Allan,99.09047,1.01942,-98.32271,-1.27197,199.15819,-145.97133,Beach,0.43834,-0.21672,11.86004,-2.28421,True,446.29102
397,Barbie,99.75596,0.48537,-101.57946,-1.27807,199.82298,-144.33635,Beach,2.14280,-1.47994,13.18299,-3.21692,True,447.99004
398,Allan,99.08539,0.16958,-102.36247,-1.25878,199.14831,-141.50678,Beach,-0.44203,0.22811,9.21103,-0.12670,True,444.24571
399,Ken,98.42595,0.37978,-99.05120,-1.26555,198.49071,-142.88000,Horses,0.04037,-0.91613,11.30508,-1.01067,True,442.60416
400,Barbie,99.66789,0.67697,-102.57895,-1.27417,199.73382,-148.05034,Beach,-0.00161,-1.90008,12.87882,-3.27778,True,447.04997
401,Ken,97.34804,-0.86320,-95.89903,-1.26689,197.41345,-141.87853,Horses,-0.80413,-0.01943,12.78412,-0.64099,True,438.79070
402,Barbie,102.28232,1.22993,-103.14700,-1.23809,202.33865,-141.53513,Sublime,-2.64258,1.89661,11.78989,-2.58142,True,459.83811
403,Barbie,99.39678,1.76943,-102.25630,-1.26072,199.45934,-143.38344,Beach,0.94056,1.09935,12.49276,-1.95191,True,445.85573
404,Barbie,100.40540,1.53926,-104.21240,-1.26959,200.47024,-144.87225,Casahouse,-0.92087,-0.00710,11.82655,-1.62841,True,449.92081
405,Allan,100.00785,-0.39749,-100.16624,-1.27828,200.07704,-145.87257,Casahouse,0.45545,-0.70161,11.98918,3.88190,True,449.95611
406,Ken,100.77494,-0.21820,-104.96331,-1.27208,200.84061,-146.33558,Casahouse,-0.50361,-0.39495,12.17945,-0.49133,True,451.39307
407,Ken,98.91756,-1.12817,-103.86777,-1.27323,198.98355,-144.76498,Horses,1.70708,1.18989,12.84384,-2.05900,True,442.65394
408,Allan,100.84199,0.26544,-98.23360,-1.23201,200.89772,-137.69549,Casahouse,0.84602,0.00072,12.98417,-0.04647,True,455.09317
409,Ken,101.08483,0.58659,-98.61720,-1.26165,201.14938,-147.13569,Mojodojo,0.84766,0.41288,10.59336,-1.01309,True,456.11555
410,Ken,99.00127,0.35492,-102.83378,-1.27322,199.06644,-143.81099,Horses,-2.79514,3.01774,11.36785,-1.64661,True,443.58949
411,Barbie,101.25893,1.59354,-106.14211,-1.24924,201.31842,-144.86624,Mojodojo,0.08347,-0.02677,10.54162,-3.67445,True,453.22362
412,Barbie,101.74847,0.78812,-103.54552,-1.26720,201.81286,-146.65715,Mojodojo,-0.09459,2.17223,12.58641,1.23125,True,456.96957
413,Ken,101.65144,0.38210,-103.85696,-1.25927,201.71528,-144.24914,Mojodojo,-1.08220,-2.01084,9.75742,-0.60185,True,456.32872
414,Barbie,100.37204,0.00650,-100.42748,-1.27217,200.43783,-143.72865,Casahouse,0.79384,-1.28820,10.47300,-0.53853,True,451.64646
415,Ken,100.12022,-0.51215,-102.00577,-1.27988,200.18743,-145.65336,Casahouse,-0.67020,0.45801,10.88430,-1.34250,True,449.59821
416,Ken,100.26528,-0.43100,-106.09687,-1.27117,200.33032,-144.78165,Casahouse,-1.23633,0.05510,8.30777,1.50694,True,448.27794
417,Allan,100.17638,0.03552,-99.94895,-1.23853,200.23378,-136.35753,Casahouse,-0.10529,0.34585,13.80448,3.70555,True,450.90744
418,Barbie,100.65884,1.17496,-104.81253,-1.25740,200.72070,-141.37208,Casahouse,-0.35056,-0.42333,9.14014,0.74457,True,450.88795
419,Ken,100.85104,0.36908,-99.85238,-1.26509,200.91476,-143.97632,Casahouse,2.72389,0.45268,11.42672,-0.60446,True,454.32901
420,Barbie,100.88823,0.40670,-99.82594,-1.28755,200.95764,-150.48996,Casahouse,0.66010,-2.08455,10.84853,-3.01311,True,454.52817
421,Ken,99.15352,-0.53402,-94.97472,-1.28000,199.22203,-143.33357,Beach,1.15110,-0.71771,12.43591,-1.54875,True,448.28022
422,Ken,100.28061,-1.28483,-98.30107,-1.28338,200.35063,-147.00135,Casahouse,-1.32139,-1.77392,12.11386,-1.00963,True,452.25251
423,Allan,100.86256,-0.41033,-94.92570,-1.26492,200.92821,-143.28155,Casahouse,0.38193,1.47770,10.47158,0.63186,True,456.84994
424,Barbie,98.81375,-1.23770,-98.48511,-1.23561,198.86955,-135.96343,Horses,-1.36830,1.20671,11.61236,-1.04230,True,444.82621
425,Allan,100.36369,1.37558,-104.34958,-1.24115,200.42207,-139.01566,Casahouse,-0.20101,-0.48211,9.87318,1.34273,True,449.64364
426,Allan,100.03186,-1.15132,-93.64905,-1.26482,200.09706,-144.33997,Casahouse,-0.03520,0.96230,12.11294,3.37823,True,453.33476
427,Allan,100.04744,0.90204,-98.70712,-1.28361,200.11669,-149.26271,Casahouse,0.53526,0.30453,11.93946,0.32428,True,450.88364
428,Barbie,98.12853,-0.71761,-99.07541,-1.24099,198.18536,-136.40785,Horses,1.20771,-2.81648,11.35293,-2.89342,True,441.10497
429,Barbie,101.13215,-0.95458,-103.94385,-1.23441,201.18786,-140.19929,Mojodojo,-3.39737,1.54413,9.88550,-1.62104,True,453.68883
430,Ken,100.43781,1.57849,-103.09182,-1.29524,200.50923,-148.95851,Casahouse,-1.77579,0.02793,12.81221,-0.83857,True,450.64315
431,Allan,100.92771,-0.25617,-97.20443,-1.29016,200.99920,-147.71216,Casahouse,-0.31513,-0.46243,10.76477,2.48362,True,456.03635
432,Barbie,100.33052,1.06813,-99.63298,-1.25505,200.39145,-141.13631,Casahouse,-0.30274,-0.51375,10.78582,-1.43675,True,451.83613
433,Allan,99.80871,0.22815,-97.21069,-1.29046,199.88050,-145.92393,Beach,0.29456,0.50793,12.62423,2.25499,True,450.43820
434,Ken,97.77650,-0.44629,-95.05132,-1.26789,197.84060,-142.96890,Horses,0.45142,-0.15439,12.43171,0.61300,True,441.35682
435,Barbie,100.65339,-0.37091,-101.91231,-1.23923,200.71004,-141.45666,Casahouse,-0.23128,0.28620,8.31854,-2.16422,True,452.31078
436,Allan,99.20184,0.03043,-99.16573,-1.24181,199.25987,-137.64261,Beach,0.09262,0.26801,10.53289,2.99952,True,446.42632
437,Allan,100.86835,-1.20108,-96.38591,-1.24421,200.92806,-140.04304,Casahouse,1.30912,1.08110,10.56558,-2.25121,True,456.14882
438,Allan,100.48915,0.56212,-99.75031,-1.23690,200.54593,-138.90260,Casahouse,1.77390,1.19400,11.20717,1.57474,True,452.57062
439,Barbie,99.53283,0.10271,-97.15360,-1.26707,199.59688,-143.23539,Beach,-0.91080,0.58981,10.67242,-1.66476,True,449.08733
440,Barbie,101.62623,-0.70830,-102.37585,-1.26131,201.68913,-145.92011,Mojodojo,-0.97971,-1.96418,9.49051,-0.37807,True,456.94321
441,Barbie,100.22471,-0.26375,-94.45849,-1.28374,200.29339,-142.61399,Casahouse,0.78082,1.79079,10.30627,-1.24569,True,453.89433
442,Allan,100.15039,-0.69363,-100.04018,-1.28918,200.22155,-148.57631,Casahouse,-1.65200,-0.12493,9.36729,0.64186,True,450.73186
443,Barbie,99.28447,0.10824,-96.19550,-1.26249,199.34755,-141.03771,Beach,-1.30156,0.78979,10.71031,-2.03291,True,448.32461
444,Barbie,100.62294,0.84853,-100.11383,-1.28475,200.69195,-148.84863,Casahouse,-0.11023,0.71887,12.47451,-2.70901,True,453.05777
445,Barbie,98.84485,1.01868,-97.39398,-1.25275,198.90550,-139.29249,Horses,0.49479,-2.59685,10.01396,-1.02359,True,445.52727
446,Barbie,100.50935,0.33274,-94.68517,-1.23725,200.56575,-138.81470,Casahouse,1.21822,-1.74355,11.87951,-0.04368,True,455.20418
447,Allan,100.17543,-0.17854,-98.72947,-1.25898,200.23915,-140.79103,Casahouse,0.30845,-0.60486,10.46209,-2.27744,True,451.51242
448,Ken,99.23770,0.51099,-102.96698,-1.27859,199.30593,-145.40969,Beach,1.36691,0.25747,8.65429,2.40069,True,444.70503
449,Barbie,101.28864,0.33513,-99.88520,-1.26918,201.35326,-146.15289,Mojodojo,0.73421,0.84684,13.33279,-1.30252,True,456.50058
450,Ken,101.45503,0.80120,-100.42416,-1.28002,201.52357,-149.84879,Mojodojo,-0.81870,-3.55194,13.01511,-0.47057,True,457.06306
451,Barbie,100.86312,-0.50653,-108.47135,-1.27787,200.93018,-146.54275,Casahouse,1.09094,0.81213,11.67202,-1.89908,True,450.07994
452,Ken,99.60971,0.15684,-99.18995,-1.27350,199.67618,-146.36809,Beach,0.52401,0.28382,11.89988,0.00100,True,448.45358
453,Allan,98.89716,0.71598,-99.92312,-1.29023,198.96861,-146.64429,Horses,-0.25303,0.09735,11.88645,2.68480,True,444.52423
454,Barbie,99.82023,-0.19033,-97.77151,-1.26903,199.88512,-144.18153,Beach,-0.49783,0.60412,10.73823,-2.43915,True,450.21539
455,Ken,100.36881,-0.53135,-105.30189,-1.26283,200.43207,-141.96034,Casahouse,-0.45081,-0.01017,11.11371,0.21152,True,449.19310
456,Ken,100.36381,0.47005,-96.99994,-1.28568,200.43333,-147.65483,Casahouse,-0.99541,-1.83116,10.26235,-2.15722,True,453.31909
457,Ken,99.93731,-0.18512,-94.07795,-1.27000,200.00245,-144.55471,Beach,-0.10175,-0.50397,9.90733,0.16448,True,452.64760
458,Ken,100.46439,0.13533,-98.88271,-1.27131,200.52930,-144.94854,Casahouse,0.85653,1.10545,9.40821,2.54660,True,452.88061
459,Ken,100.02843,-0.43637,-104.11192,-1.28776,200.09869,-148.29751,Casahouse,0.72332,3.06262,11.15596,0.18603,True,448.08620
460,Allan,100.65392,1.08195,-101.29851,-1.29920,200.72823,-149.64013,Casahouse,-0.73155,0.33916,11.43963,0.84943,True,452.62033
461,Ken,98.03919,-0.51133,-97.27788,-1.27491,198.10609,-145.75645,Horses,-1.24118,-0.49982,13.35037,-1.44888,True,441.55700
462,Barbie,99.77061,-0.44948,-105.81562,-1.26649,199.83431,-143.15927,Beach,0.75344,-0.26965,9.83908,-1.19832,True,445.94522
463,Barbie,99.59036,-0.42050,-96.07376,-1.25777,199.65205,-142.43190,Beach,1.10416,-0.81928,10.90609,-2.62636,True,449.91493
464,Allan,100.55273,-0.22034,-100.81359,-1.29986,200.62793,-149.31618,Casahouse,-0.28792,1.02069,9.54787,1.33713,True,452.35686
465,Ken,100.04111,-0.17970,-104.26365,-1.27282,200.10766,-144.47951,Casahouse,-1.32241,-2.05962,11.64163,-0.65704,True,448.07372
466,Ken,99.26943,-0.20608,-100.59468,-1.28815,199.33883,-145.47073,Beach,1.56836,1.64224,12.19231,-1.60501,True,446.04979
467,Allan,98.85566,0.85576,-98.00401,-1.30062,198.93080,-151.14317,Horses,-0.38086,0.30264,11.62460,1.05872,True,445.27630
468,Barbie,99.64056,0.09890,-96.10470,-1.25336,199.70128,-139.73954,Beach,0.22570,-0.61600,12.01570,-2.43011,True,450.15045
469,Ken,101.53592,0.91575,-99.93862,-1.27956,201.60416,-148.24208,Mojodojo,-2.05353,-2.44535,10.22983,-0.38032,True,457.71029
470,Barbie,99.91651,-0.46906,-100.33672,-1.23941,199.97303,-136.16295,Beach,0.19846,-1.29565,11.23001,-2.31354,True,449.41421
471,Barbie,99.51670,-1.31637,-99.09824,-1.24813,199.57578,-139.82924,Beach,-2.44105,2.17221,11.23436,-3.25263,True,448.03438
472,Ken,99.03048,0.94386,-99.46922,-1.28145,199.09759,-144.69473,Beach,-0.19885,-0.44584,7.04315,3.62774,True,445.41781
473,Allan,99.41971,0.46264,-99.45354,-1.23246,199.47572,-137.20447,Beach,0.72571,-1.31515,13.49870,2.29579,True,447.37180
474,Barbie,99.83757,-0.59354,-98.95675,-1.25144,199.89740,-140.35315,Beach,0.28257,-0.10381,10.27159,-2.59420,True,449.70949
475,Barbie,100.08059,0.26603,-100.42779,-1.28360,200.14931,-143.21524,Casahouse,0.96511,-3.79404,11.69168,-0.76993,True,450.18903
476,Barbie,101.16170,0.23151,-100.37343,-1.29430,201.23293,-152.54666,Mojodojo,2.04071,0.60538,9.63990,-0.39202,True,455.62180
477,Barbie,100.34317,1.13736,-96.39906,-1.24051,200.40001,-138.37035,Casahouse,-0.44338,-0.06731,9.18875,-2.54084,True,453.51634
478,Allan,99.74754,0.38862,-104.02353,-1.25887,199.81016,-142.37474,Beach,1.00259,0.61140,11.39715,0.58802,True,446.72592
479,Allan,100.03136,1.15846,-99.52875,-1.25979,200.09404,-143.17842,Casahouse,1.60860,-0.27833,11.48208,2.87755,True,450.39243
480,Allan,99.52716,-0.57652,-94.28813,-1.29687,199.60054,-148.16752,Beach,0.13441,0.33264,9.75693,1.03704,True,450.49172
481,Allan,98.78251,0.04676,-104.10252,-1.30970,198.85901,-152.79975,Horses,-0.27596,0.84788,11.68607,1.30979,True,441.86128
482,Allan,99.52515,-0.02740,-102.07247,-1.30717,199.60116,-152.84841,Beach,0.63422,1.34696,11.22706,2.21114,True,446.58950
483,Barbie,101.51455,0.23049,-100.92582,-1.26951,201.57973,-148.27827,Mojodojo,0.44854,-1.08746,12.16176,-5.01064,True,457.10986
484,Ken,99.86447,0.31292,-102.82032,-1.28277,199.93371,-144.50212,Beach,-0.40790,-1.55115,12.74048,-1.52700,True,447.91220
485,Allan,100.25258,0.42473,-100.68894,-1.29695,200.32673,-152.37503,Casahouse,0.13379,0.67063,9.54857,2.47017,True,450.91841
486,Allan,98.96755,-0.29913,-94.91269,-1.28348,199.03801,-144.26150,Horses,0.44691,0.49811,11.15570,0.21111,True,447.38141
487,Barbie,100.38267,0.90102,-101.99276,-1.27034,200.44770,-145.57284,Casahouse,-2.60532,0.74907,14.36639,-1.03818,True,450.91696
488,Barbie,101.41550,-0.39998,-103.30519,-1.24064,201.47227,-139.24666,Mojodojo,0.55617,2.62243,10.55825,-4.44027,True,455.42492
489,Allan,99.76867,-0.63746,-98.06818,-1.27508,199.83618,-142.99094,Beach,-0.03498,-0.38312,8.98392,-2.37482,True,449.80923
490,Barbie,98.81594,0.37711,-101.25687,-1.24979,198.87531,-137.39841,Horses,-0.67603,1.73464,12.86890,-3.49820,True,443.45128
491,Allan,99.00866,0.67141,-102.44541,-1.25907,199.07289,-140.30433,Beach,-0.40088,0.12545,11.62423,1.74278,True,443.82059
492,Ken,98.58206,1.02172,-102.05555,-1.28906,198.65268,-145.30068,Horses,-0.35077,-2.15105,11.25998,-0.75162,True,441.88251
493,Barbie,99.81180,1.42789,-98.12670,-1.28414,199.88049,-146.92360,Beach,0.95934,-2.41760,13.35281,-1.70326,True,449.99564
494,Barbie,99.19504,1.39034,-104.39884,-1.23735,199.25102,-137.29947,Beach,1.08030,-2.84631,12.65628,-3.16906,True,443.77577
495,Barbie,101.48630,0.63931,-102.76711,-1.24485,201.54450,-141.49600,Mojodojo,0.69679,-0.88177,11.36692,0.31814,True,456.04793
496,Allan,99.62848,0.73166,-97.55567,-1.25660,199.69080,-140.06247,Beach,-0.05155,1.06703,10.83577,-1.82800,True,449.36455
497,Allan,101.07685,0.74189,-100.97348,-1.23330,201.13276,-138.99204,Mojodojo,-1.95558,-0.14641,12.20043,1.80733,True,454.89751
498,Barbie,98.99822,-0.01763,-95.09332,-1.27718,199.06500,-143.15232,Horses,-2.47423,1.91897,11.76288,-0.41776,True,447.44443
499,Ken,100.33232,0.10588,-103.02793,-1.27452,200.39968,-144.17135,Casahouse,-0.31966,-0.46798,12.50770,-0.77782,True,450.14765
500,Ken,100.77034,0.89783,-103.06666,-1.27144,200.83471,-145.86568,Casahouse,-2.08638,-2.03151,9.25634,-1.06089,True,452.31837
501,Barbie,100.42334,0.40988,-100.56844,-1.26431,200.48647,-144.68360,Casahouse,0.18772,0.86378,11.83637,-1.01213,True,451.83249
502,Barbie,97.97035,0.27110,-98.98070,-1.27549,198.03645,-143.46363,Horses,-0.01715,-0.99233,10.14718,-3.24068,True,440.36141
503,Ken,98.54794,-0.04175,-97.27601,-1.26530,198.61259,-143.41835,Horses,-4.14680,-1.58126,14.53128,-0.29511,True,444.10171
504,Barbie,99.32254,-1.80813,-96.62070,-1.25361,199.38336,-140.07726,Beach,2.03454,-2.47834,12.49476,-2.23006,True,448.30236
505,Ken,99.49043,-0.28755,-102.15612,-1.26820,199.55464,-144.49894,Beach,-0.63997,-2.28282,11.34076,-1.49753,True,446.37407
506,Barbie,99.03175,-0.41925,-104.20444,-1.28041,199.09931,-145.53002,Beach,-2.52455,2.13653,11.73691,-3.41308,True,443.05653
507,Allan,98.84430,-0.30665,-95.38885,-1.23376,198.90111,-136.75679,Horses,1.28232,-0.14877,10.51367,1.41847,True,446.52705
508,Allan,99.24207,0.09762,-96.92759,-1.23557,199.29853,-137.48936,Beach,-0.50076,-0.37805,9.97284,-0.39816,True,447.74657
509,Allan,99.39832,-0.26892,-99.95725,-1.27315,199.46604,-142.90265,Beach,0.50841,-0.15890,11.67199,2.66638,True,447.01297
510,Barbie,99.76743,-0.19444,-99.68516,-1.27304,199.83295,-143.08324,Beach,-2.07599,2.69170,11.22717,-2.83578,True,448.99457
511,Ken,100.15129,0.76755,-97.65619,-1.27467,200.21743,-145.95716,Casahouse,0.68256,-0.17735,10.56495,-1.05839,True,451.92834
512,Allan,100.29435,-0.32284,-104.60683,-1.24987,200.35460,-138.99166,Casahouse,0.83545,-1.33864,11.34163,1.10127,True,449.16833
513,Barbie,99.38441,0.15134,-95.93137,-1.28771,199.45387,-145.67319,Beach,1.90498,0.83437,12.00127,-3.40906,True,448.95636
514,Allan,98.78354,0.32084,-93.67341,-1.27148,198.85041,-144.23700,Horses,-0.24189,-0.37964,11.14730,1.75080,True,447.08101
515,Allan,100.48933,0.75012,-96.35230,-1.31094,200.56620,-151.89245,Casahouse,0.83889,-0.13015,11.57585,1.63345,True,454.27050
516,Allan,97.96206,-0.42878,-95.20915,-1.30770,198.03815,-150.57359,Horses,0.50441,0.17748,10.70365,1.65477,True,442.20575
517,Allan,102.15729,0.08493,-101.22133,-1.28541,202.22776,-148.41693,Sublime,1.26003,0.59303,12.30421,2.45643,True,460.17578
518,Ken,101.54091,-0.19653,-105.25483,-1.27886,201.60715,-151.34532,Mojodojo,1.44393,-0.71061,12.77553,-1.97953,True,455.07712
519,Ken,101.10995,0.26574,-101.08263,-1.28826,201.18005,-149.90074,Mojodojo,-1.47805,-1.12503,13.01756,0.36132,True,455.00845
520,Allan,101.70440,0.65963,-100.91590,-1.24016,201.76244,-141.50188,Mojodojo,-0.48399,0.45969,12.35075,3.05444,True,458.06403
521,Ken,99.90021,0.12486,-99.15588,-1.29127,199.97105,-148.75227,Beach,2.71417,0.13617,11.53129,0.37142,True,449.92311
522,Barbie,101.88268,0.25076,-99.93909,-1.23746,201.93872,-140.18650,Mojodojo,1.15209,-2.63007,11.63633,-3.17914,True,459.44386
523,Allan,101.77987,-0.11783,-101.05075,-1.23910,201.83779,-140.34052,Mojodojo,-0.94901,0.20045,10.84732,1.51698,True,458.37396
524,Ken,99.96400,0.44423,-105.30941,-1.28658,200.03324,-146.12667,Beach,-1.60239,-0.09167,10.73761,0.19682,True,447.16527
525,Allan,99.90373,1.02771,-98.46306,-1.29723,199.97757,-148.84030,Beach,0.36047,1.42203,11.08047,2.90790,True,450.28714
526,Allan,99.14368,-0.03376,-97.16494,-1.30176,199.21896,-148.01234,Beach,1.23803,0.29159,11.44818,1.36948,True,447.13594
527,Allan,99.75240,-0.18465,-98.91276,-1.23205,199.80807,-135.72543,Beach,-0.78692,0.30000,10.27228,1.69038,True,449.30563
528,Ken,99.61346,-0.05128,-97.04308,-1.29693,199.68513,-147.50739,Beach,-1.66253,-0.09290,11.53896,-1.77445,True,449.54576
529,Barbie,99.12219,-0.63348,-98.66361,-1.25464,199.18305,-138.77683,Beach,-0.77057,-0.21242,8.63997,-0.11296,True,446.27916
530,Ken,100.59731,0.22219,-104.66405,-1.26272,200.66097,-142.98813,Casahouse,1.47337,2.00303,9.30250,3.86036,True,450.65454
531,Barbie,99.62275,-0.45914,-104.55232,-1.23652,199.67855,-136.60786,Beach,-0.39273,-0.89240,11.13548,-2.04150,True,445.83759
532,Ken,99.04529,0.63812,-103.79827,-1.27254,199.11265,-141.22157,Beach,-2.97524,-1.30353,10.97699,-0.24842,True,443.32729
533,Allan,99.38021,-0.25968,-99.73421,-1.27914,199.44934,-143.76044,Beach,-0.04370,-1.04884,12.46303,3.37820,True,447.03392
534,Allan,98.85184,-0.49168,-106.32938,-1.23091,198.90814,-133.77391,Horses,0.16495,-1.21215,9.81118,-0.17996,True,441.09449
535,Allan,100.57478,-0.12106,-96.36889,-1.22577,200.62949,-136.70945,Casahouse,0.94133,0.82444,11.03900,1.21813,True,454.68944
536,Allan,101.35782,-0.55567,-100.48551,-1.25715,201.42000,-144.22685,Mojodojo,-0.39084,1.35268,11.24484,-1.55606,True,456.54635
537,Barbie,101.05550,-0.04007,-99.95722,-1.28567,201.12455,-148.15295,Mojodojo,0.08578,-1.03394,10.32446,-2.24316,True,455.29889
538,Ken,100.17844,-0.04232,-100.93584,-1.27746,200.24692,-143.16775,Casahouse,0.35539,-1.11570,9.34814,0.38043,True,450.42430
539,Allan,98.53336,0.23201,-95.03236,-1.28938,198.60451,-142.89104,Horses,-0.27729,-0.43936,12.64701,3.16054,True,445.15061
540,Ken,98.67454,-0.87317,-97.48635,-1.27724,198.74153,-142.44619,Horses,-2.21681,-0.95158,11.97060,-0.44793,True,444.62955
541,Ken,100.12589,0.30703,-100.04981,-1.26886,200.19089,-142.73093,Casahouse,-0.12939,0.65291,11.36648,-0.51190,True,450.60452
542,Ken,99.76671,-1.07539,-97.80208,-1.28201,199.83629,-146.95456,Beach,0.14297,-0.49502,11.61578,1.22230,True,449.93251
543,Barbie,100.54382,0.94095,-108.44966,-1.24000,200.60073,-138.17164,Casahouse,-1.85908,1.98690,12.91877,-3.16840,True,448.49429
544,Allan,100.91699,0.05933,-100.95360,-1.28356,200.98629,-147.32888,Casahouse,0.49541,-0.78174,13.34630,2.73174,True,454.10816
545,Allan,99.68267,0.00416,-102.15471,-1.25972,199.74641,-144.98753,Beach,-1.37585,-0.76056,9.51279,1.70186,True,447.33602
546,Ken,99.22552,0.47079,-101.49763,-1.27960,199.29327,-144.94636,Beach,1.14812,0.38191,10.98546,-0.27400,True,445.37880
547,Allan,99.67945,0.20893,-100.56841,-1.30857,199.75616,-152.26772,Beach,-1.19908,0.28033,11.39278,2.70683,True,448.11306
548,Allan,98.82932,0.30107,-97.93488,-1.24586,198.88834,-135.33087,Horses,-0.29302,0.65516,10.93905,0.86258,True,445.17915
549,Allan,99.58446,-0.62027,-92.99868,-1.24057,199.64314,-139.67324,Beach,0.23279,0.74852,11.58855,3.32514,True,451.42297
550,Allan,101.54484,0.49268,-101.99400,-1.28486,201.61579,-148.20229,Mojodojo,-0.94076,1.14871,11.67545,1.62367,True,456.72720
551,Barbie,100.39864,0.47950,-106.22871,-1.29130,200.46941,-149.14377,Casahouse,-0.15811,0.30084,9.94482,-3.04437,True,448.87885
552,Allan,99.60198,-0.70684,-94.83149,-1.27014,199.66851,-144.91018,Beach,0.23212,-0.76565,10.33155,-0.39674,True,450.59417
553,Allan,99.75430,0.22658,-101.79367,-1.27741,199.82339,-144.82079,Beach,-0.11609,-0.26997,11.43634,-2.44599,True,447.87466
554,Allan,98.52982,-0.95839,-90.39656,-1.24732,198.58958,-138.31350,Horses,-1.07248,1.94983,12.27615,-2.43773,True,447.45081
555,Ken,101.81498,1.21670,-104.36227,-1.26319,201.87840,-143.96761,Mojodojo,0.89729,1.69176,12.77753,-0.93165,True,456.89376
556,Ken,100.57540,-0.06350,-101.45817,-1.27054,200.64224,-145.94301,Casahouse,3.16834,-0.15808,12.21050,-0.06922,True,452.14792
557,Barbie,101.06790,-0.57182,-100.72554,-1.25505,201.12869,-142.78735,Mojodojo,0.55208,-0.50647,11.32522,-1.64517,True,454.97673
558,Ken,101.49791,0.28731,-100.71711,-1.27901,201.56580,-147.29042,Mojodojo,0.66518,0.44564,13.28697,0.90841,True,457.13098
559,Ken,100.45830,0.01266,-99.92573,-1.28015,200.52765,-147.53307,Casahouse,1.36397,0.74151,6.69705,4.30243,True,452.32863
560,Ken,99.65489,-0.01098,-97.22320,-1.29433,199.72545,-150.43121,Beach,-0.28856,-1.72789,11.05066,0.36966,True,449.66284
561,Barbie,101.47851,1.32974,-102.58636,-1.27782,201.54540,-146.60987,Mojodojo,0.38335,-0.07036,10.50744,-2.60843,True,456.09935
562,Allan,99.49448,-0.12352,-101.50642,-1.23454,199.55155,-136.50882,Beach,0.61470,0.63842,11.29963,-2.06635,True,446.71921
563,Ken,99.82065,0.68999,-103.37942,-1.26114,199.88413,-141.87365,Beach,-1.78170,0.35988,9.87670,3.23808,True,447.41356
564,Allan,100.28856,0.24751,-100.14467,-1.26662,200.35409,-144.64566,Casahouse,-0.66730,-1.61927,12.51562,2.31849,True,451.37046
565,Allan,98.55226,1.39618,-95.48370,-1.25028,198.61363,-139.10309,Horses,0.28347,-0.21914,9.30095,0.48290,True,445.01945
566,Barbie,99.63738,-0.65878,-101.19331,-1.24623,199.69561,-139.25842,Beach,-0.17803,0.23839,13.25482,-2.33549,True,447.59026
